trade_id,price,side,size,time
902,307.4,buy,0.01,2015-01-08T07:41:11.281927Z
903,272.96,sell,0.01,2015-01-08T07:41:30.195688Z
904,304.06,sell,0.01,2015-01-08T07:41:59.64379Z
905,297.0,buy,0.01,2015-01-08T07:42:34.718649Z
906,281.43,buy,0.01,2015-01-08T07:43:16.860017Z
907,293.02,buy,0.01,2015-01-08T07:43:55.78346Z
908,296.7,sell,0.01,2015-01-08T07:44:12.666092Z
909,301.5,sell,0.01,2015-01-08T07:44:28.536238Z
910,276.81,sell,0.01,2015-01-08T07:45:12.997814Z
911,271.26,sell,0.01,2015-01-08T07:45:28.676367Z
912,269.81,sell,0.01,2015-01-08T07:46:10.543721Z
913,279.32,sell,0.01,2015-01-08T07:46:30.751138Z
914,289.79,sell,0.01,2015-01-08T07:46:41.194852Z
915,309.99,buy,0.01,2015-01-08T07:46:53.616835Z
916,282.24,buy,0.01,2015-01-08T07:47:29.974504Z
917,288.98,buy,0.01,2015-01-08T07:47:57.263724Z
918,304.03,buy,0.01,2015-01-08T07:48:08.914575Z
919,276.71,sell,0.01,2015-01-08T07:48:42.836495Z
920,272.38,sell,0.01,2015-01-08T07:49:16.297468Z
921,287.41,sell,0.01,2015-01-08T07:49:44.755406Z
922,268.24,buy,0.01,2015-01-08T07:50:21.9859Z
923,293.8,buy,0.01,2015-01-08T07:50:50.730847Z
924,314.03,buy,0.01,2015-01-08T07:51:19.472858Z
925,287.19,buy,0.01,2015-01-08T07:51:52.097604Z
926,279.68,buy,0.01,2015-01-08T07:52:23.298039Z
927,294.82,sell,0.01,2015-01-08T07:52:30.972225Z
928,268.71,sell,0.01,2015-01-08T07:52:42.54231Z
929,280.09,sell,0.01,2015-01-08T07:53:03.117297Z
930,281.3,sell,0.01,2015-01-08T07:53:17.892719Z
931,279.52,buy,0.01,2015-01-08T07:53:42.269357Z
932,285.57,sell,0.01,2015-01-08T07:54:14.632212Z
933,272.77,sell,0.01,2015-01-08T07:54:31.962381Z
934,273.04,buy,0.01,2015-01-08T07:54:45.381684Z
935,266.65,sell,0.01,2015-01-08T07:55:15.874149Z
936,304.71,buy,0.01,2015-01-08T07:55:31.538592Z
937,265.54,sell,0.01,2015-01-08T07:56:12.335348Z
938,296.35,sell,0.01,2015-01-08T07:56:54.345945Z
939,298.71,sell,0.01,2015-01-08T07:57:25.694579Z
940,311.66,sell,0.01,2015-01-08T07:57:58.42856Z
941,282.73,buy,0.01,2015-01-08T07:58:11.198638Z
942,294.54,sell,0.01,2015-01-08T07:58:53.233727Z
943,266.57,sell,0.01,2015-01-08T07:59:28.005298Z
944,271.13,buy,0.01,2015-01-08T08:00:10.726631Z
945,295.5,buy,0.01,2015-01-08T08:00:39.729772Z
946,285.1,buy,0.01,2015-01-08T08:01:07.289903Z
947,282.53,buy,0.01,2015-01-08T08:01:24.269144Z
948,283.17,sell,0.01,2015-01-08T08:01:39.966746Z
949,270.24,sell,0.01,2015-01-08T08:02:00.896361Z
950,270.44,buy,0.01,2015-01-08T08:02:39.872635Z
951,284.08,sell,0.01,2015-01-08T08:03:16.746222Z
952,287.12,sell,0.01,2015-01-08T08:03:48.584381Z
953,271.43,buy,0.01,2015-01-08T08:04:02.412878Z
954,296.98,buy,0.01,2015-01-08T08:04:43.800953Z
955,289.58,sell,0.01,2015-01-08T08:04:54.05859Z
956,269.45,buy,0.01,2015-01-08T08:05:27.642155Z
957,285.78,buy,0.01,2015-01-08T08:06:01.862736Z
958,271.48,sell,0.01,2015-01-08T08:06:42.088875Z
959,284.9,buy,0.01,2015-01-08T08:06:58.165185Z
960,302.54,sell,0.01,2015-01-08T08:07:20.195637Z
961,288.29,sell,0.01,2015-01-08T08:07:36.901628Z
962,283.87,sell,0.01,2015-01-08T08:07:43.047242Z
963,311.18,buy,0.01,2015-01-08T08:07:56.734471Z
964,308.6,sell,0.01,2015-01-08T08:08:33.35509Z
965,311.25,sell,0.01,2015-01-08T08:08:47.356156Z
966,284.37,buy,0.01,2015-01-08T08:09:22.839169Z
967,311.36,sell,0.01,2015-01-08T08:09:50.14299Z
968,272.09,buy,0.01,2015-01-08T08:09:58.751275Z
969,310.91,buy,0.01,2015-01-08T08:10:05.189568Z
970,297.47,sell,0.01,2015-01-08T08:10:32.161291Z
971,278.74,buy,0.01,2015-01-08T08:11:03.88229Z
972,292.46,buy,0.01,2015-01-08T08:11:45.506109Z
973,296.49,sell,0.01,2015-01-08T08:12:03.873323Z
974,276.88,sell,0.01,2015-01-08T08:12:16.593043Z
975,290.31,sell,0.01,2015-01-08T08:12:28.874638Z
976,274.87,buy,0.01,2015-01-08T08:12:57.820167Z
977,288.76,sell,0.01,2015-01-08T08:13:36.515952Z
978,309.71,buy,0.01,2015-01-08T08:14:20.194772Z
979,272.0,buy,0.01,2015-01-08T08:14:55.87588Z
980,310.81,buy,0.01,2015-01-08T08:15:02.521965Z
981,299.12,sell,0.01,2015-01-08T08:15:25.363543Z
982,314.6,buy,0.01,2015-01-08T08:15:55.153518Z
983,272.26,sell,0.01,2015-01-08T08:16:09.027371Z
984,303.81,sell,0.01,2015-01-08T08:16:40.588302Z
985,284.85,buy,0.01,2015-01-08T08:17:20.392456Z
986,270.18,sell,0.01,2015-01-08T08:17:41.11187Z
987,282.02,sell,0.01,2015-01-08T08:17:59.034012Z
988,279.92,sell,0.01,2015-01-08T08:18:40.488857Z
989,303.18,buy,0.01,2015-01-08T08:18:53.592967Z
990,285.89,sell,0.01,2015-01-08T08:19:31.804753Z
991,285.64,sell,0.01,2015-01-08T08:20:02.510773Z
992,295.82,sell,0.01,2015-01-08T08:20:36.9244Z
993,292.88,sell,0.01,2015-01-08T08:20:58.317003Z
994,298.62,buy,0.01,2015-01-08T08:21:08.762731Z
995,298.75,sell,0.01,2015-01-08T08:21:15.24708Z
996,287.87,buy,0.01,2015-01-08T08:21:43.8082Z
997,282.15,buy,0.01,2015-01-08T08:22:24.772692Z
998,278.27,buy,0.01,2015-01-08T08:23:06.232134Z
999,313.89,sell,0.01,2015-01-08T08:23:21.301812Z
1000,281.14,sell,0.01,2015-01-08T08:23:47.750051Z
1001,303.21,sell,0.01,2015-01-08T08:24:28.518176Z
